,funding_total_usd,milestones,web,biotech,active_days,isClosed,funding_per_active_day,PC1,PC2,PC3,PC4,PC5,PC6,PC7,status
4737,8747124.0,1.0,0,0,7305,1,1197.42,-1.0332448274389554,-0.36280583501647706,0.07194672645285374,0.6041426318532905,-0.2120242816719881,-1.004115047278761,0.19673298252391677,1
4738,250000.0,1.59,0,1,3287,1,76.06,-0.5231828190258163,-1.1457921703334601,1.4147757193925998,-1.819378390200401,1.6349292432632483,1.453784082103014,-0.3888717646826784,1
4739,1295863.0,1.59,0,1,4748,1,272.93,-0.9596090194990182,-1.0345861607148987,1.3851503512449237,-1.7076541277540414,1.70580493076535,1.2516969031130958,-0.0542633045086681,1
4740,309408.0,1.59,0,1,5844,1,52.94,-1.162073402641803,-1.0880707413786757,1.2988971415776944,-1.5939686670671538,1.8031832158802656,1.2527654397552568,0.32797964232710397,1
4741,25000.0,1.59,0,0,3287,1,7.61,0.5128961026910086,-0.4599542166496285,-0.23997532812680092,0.13500789309249292,-0.3906568042486368,0.6069974260829841,-0.16524109894757258,1
4742,7614006.0,1.59,0,1,5478,1,1389.92,-1.5865529048063323,-0.5311528374105942,1.579444321115912,-1.7499853991932057,1.5965028561232886,0.6509635274310127,-0.31653002280674153,1
4743,750000.0,1.59,0,1,5478,1,136.91,-1.102308218148915,-1.0616262764644442,1.3316904311450881,-1.633835290669388,1.7678864058963113,1.2428140209110725,0.19209387813522996,1
4744,2822916.0,1.0,0,0,4748,1,594.55,0.019533142524007487,-0.8734092516265932,-0.022816995229196155,0.47893236192787103,-0.23373810364081588,-0.2970112235375233,-0.08549235491949639,1
4745,8000000.0,1.59,0,0,2922,1,2737.85,0.04125873098301883,0.14985143519505598,0.06771236228297006,-0.029527577913452938,-0.6137089167385379,-0.05156773067905258,-0.8590212820497718,1
4746,130000.0,1.0,0,0,4383,1,29.66,0.3000907591659266,-1.0891758748917242,-0.1033534183907938,0.49201285594641686,-0.1907478953984646,-0.03691945200479758,0.011089861437629165,1
4747,110000.0,1.59,0,1,5844,1,18.82,-1.148004792757237,-1.1034797655762152,1.2917049451426432,-1.5905894469686415,1.8081626632990175,1.269961449060907,0.3427560289650612,1
4748,1448932.0,1.59,0,1,4383,1,330.58,-0.8797998113848956,-1.0303199063344055,1.4075810093488266,-1.742510467548698,1.6777596997219193,1.2664836589392645,-0.1685589393252618,1
4749,475000.0,2.0,0,0,3652,1,130.07,0.34424897947162664,0.041175112500266856,-0.36790647189364944,-0.022046779541779228,-0.46783353742619493,0.9231098034661757,-0.008734481515468732,1
4750,7389981.0,1.0,0,0,15340,1,481.75,-2.9320608362969987,-0.3010366937992997,-0.3487580310019533,1.337805978003092,0.35515072073585907,-1.5029882781421757,2.563696366245802,1
4751,17506428.0,2.0,0,0,6209,1,2819.52,-1.4921077436796046,1.4102308081946462,0.12790716417546585,-0.08466165759324372,-0.7234357587571225,-0.7416646873030771,-0.5495500867130925,4
4752,259910.0,1.59,0,0,3287,1,79.07,0.49633225942221204,-0.441775836137757,-0.2314291282967535,0.13109438013250238,-0.39651537844768714,0.5867674180636806,-0.18264517098130562,1
4753,300000.0,1.59,0,0,3287,1,91.27,0.4935054570240229,-0.4386734898590189,-0.22997061367880162,0.13042650550428228,-0.3975152081112995,0.5833149465686217,-0.18561536868731798,1
4754,1610000.0,1.59,0,1,5113,1,314.88,-1.0723745178320976,-1.0027332731080092,1.3796169884701885,-1.6806728473240593,1.722188142038903,1.1966378038431513,0.025413693682251198,1
4755,2190000.0,1.59,0,1,6939,1,315.61,-1.5665675373969596,-0.9200349201175277,1.3160793683729657,-1.5289745457818236,1.828899778854687,1.006662945111867,0.49748791162602934,1
4756,2500001.0,1.59,0,0,3652,1,684.56,0.2477581766149355,-0.2609026248082031,-0.1669473904447958,0.12594187754159678,-0.42817008062133133,0.3658291100754179,-0.2456609291441884,1
4757,5063959.0,1.59,0,1,6209,1,815.58,-1.588130348021431,-0.7131224462483956,1.4534275525120306,-1.6423199953155987,1.7086749239192733,0.8147514744233263,0.07861248700215422,1
4758,1135000.0,1.59,0,0,4383,1,258.96,0.16255709066171667,-0.35134406047069977,-0.2503492842600453,0.21340882481692253,-0.34560276240489674,0.4273766873026506,0.061662879091133584,1
4759,427500.0,1.59,0,1,5113,1,83.61,-0.9889557081846085,-1.0941336475376238,1.3368988329148568,-1.6606962112136543,1.7517096809940664,1.2985855729909188,0.11303561873124966,1
4760,1000000.0,1.0,0,0,3652,1,273.82,0.420185703957019,-1.0370654611219365,-0.038032600505559656,0.4127259805861939,-0.26097736287076556,-0.05586564278375626,-0.2595632047133415,1
4761,352500.0,1.59,0,0,5478,1,64.35,-0.054051377383128825,-0.38909695111801357,-0.3292225553328875,0.32352893695213136,-0.25338610557060154,0.4109253227809507,0.42850949834663976,1
4762,120377.0,1.59,0,0,5113,1,23.54,0.052923961414258286,-0.41462301463280365,-0.32076145331132017,0.29513005912047663,-0.2718203520777762,0.458900568397729,0.34275389730746797,1
4763,2872821.0,1.59,0,1,6939,1,414.01,-1.6147474459528128,-0.8672860301848005,1.3406638269282047,-1.5405855108889888,1.8118445893562516,0.9477634384324508,0.4468882032283429,1
4764,18338000.0,1.59,0,1,4383,1,4183.89,-2.071062620024071,0.27556403452918415,2.0189973746406134,-2.0266420702434473,1.2562482313299361,-0.18910195902342666,-1.4199661412605087,1
4765,1738750.0,1.59,0,0,4383,1,396.7,0.11997185375330174,-0.3046613591784995,-0.22849240551141084,0.20325167775933753,-0.3606709462236966,0.3753424402792316,0.01692760350105557,1
4766,4375802.0,1.59,0,1,3287,1,1331.24,-0.8140990432612225,-0.8265191762081263,1.5648756981987642,-1.888112487449254,1.5320331922472168,1.0984778543760128,-0.6945452260355032,1
4767,600000.0,1.59,0,0,2922,1,205.34,0.5629579101693265,-0.42302731970787083,-0.20216692728108837,0.09314759755299251,-0.42922207313785066,0.5854586022296716,-0.3107957182966391,1
4768,1158000.0,1.59,0,0,16071,1,72.06,-2.740275905632424,-0.1067392572020949,-0.7890838612209127,1.2478812452322934,0.42968054925594246,-0.47007586317431277,3.3567917844863113,1
4769,20425630.0,1.0,0,0,3652,1,5593.0,-0.9497228169940982,0.4656858115104417,0.667298413792062,0.08783132897002939,-0.7455855158216955,-1.7292839824419213,-1.6988319570548924,1
